,secID,ticker,exchangeCD,secShortName,tradeDate,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,CHG,CHGPct,turnoverVol,turnoverValue,discount,discountRatio,circulationShares,accumAdjFactor
162,150213.XSHE,150213,XSHE,国投瑞银瑞泽中证创业成长指数分级-A,2015-05-13,0.932,0.933,0.939,0.932,0.938,0.006,0.0064,13879562,12999116.603,0.072,0.071287,177039983.0,1.0
163,150214.XSHE,150214,XSHE,国投瑞银瑞泽中证创业成长指数分级-B,2015-05-13,1.297,1.255,1.317,1.228,1.293,-0.004,-0.0031,34595704,44304858.518,-0.045,-0.036058,177039983.0,1.0
164,150215.XSHE,150215,XSHE,国泰深证TMT50指数分级-A,2015-05-13,0.846,0.845,0.847,0.84,0.843,-0.003,-0.0036,11044602,9316484.954,0.1644,0.163192,177919024.0,1.0
165,150216.XSHE,150216,XSHE,国泰深证TMT50指数分级-B,2015-05-13,1.53,1.53,1.649,1.377,1.637,0.107,0.0699,51936789,81712610.207,-0.2944,-0.219276,177919024.0,1.0
166,150217.XSHE,150217,XSHE,交银国证新能源指数分级-A,2015-05-13,0.857,0.854,0.859,0.854,0.857,0.0,0.0,23353309,20016996.94,0.15,0.148957,816904961.0,1.0
167,150218.XSHE,150218,XSHE,交银国证新能源指数分级-B,2015-05-13,1.405,1.41,1.441,1.358,1.416,0.011,0.0078,101325379,142997969.769,-0.121,-0.093436,816904962.0,1.0
168,150219.XSHE,150219,XSHE,前海开源中证健康产业指数分级-A,2015-05-13,1.005,1.005,1.009,1.005,1.008,0.003,0.003,272498195,274418712.752,-0.003,-0.002985,969555782.0,1.0
169,150220.XSHE,150220,XSHE,前海开源中证健康产业指数分级-B,2015-05-13,0.979,0.983,0.984,0.976,0.978,-0.001,-0.001,256705572,251589044.459,0.017,0.017085,969555782.0,1.0
170,150221.XSHE,150221,XSHE,前海开源中航军工指数分级-A,2015-05-13,1.07,1.068,1.068,1.059,1.066,-0.004,-0.0037,382766959,406884473.364,-0.057,-0.056492,6402759134.0,1.0
171,150222.XSHE,150222,XSHE,前海开源中航军工指数分级-B,2015-05-13,1.0,0.975,1.009,0.968,0.978,-0.022,-0.022,1239963502,1223920983.93,0.031,0.030723,6402759135.0,1.0
172,150223.XSHE,150223,XSHE,富国中证全指证券公司指数分级-A,2015-05-13,0.95,0.951,0.961,0.951,0.957,0.007,0.0074,86806273,83112326.057,0.051,0.050595,2058120645.0,1.0
173,150224.XSHE,150224,XSHE,富国中证全指证券公司指数分级-B,2015-05-13,1.228,1.22,1.227,1.176,1.181,-0.047,-0.0383,238881657,286529438.234,-0.051,-0.045133,2058120645.0,1.0
174,150227.XSHE,150227,XSHE,鹏华中证银行指数分级-A,2015-05-13,0.83,0.83,0.834,0.829,0.832,0.002,0.0024,442716481,367943958.096,0.172,0.171315,4238807196.0,1.0
175,150228.XSHE,150228,XSHE,鹏华中证银行指数分级-B,2015-05-13,1.121,1.14,1.159,1.103,1.122,0.001,0.0009,847468123,959011609.271,-0.21,-0.230263,4238807196.0,1.0
176,150229.XSHE,150229,XSHE,鹏华中证酒指数分级-A,2015-05-13,0.832,0.829,0.84,0.828,0.838,0.006,0.0072,62744070,52285038.858,0.164,0.163673,211128163.0,1.0
177,150230.XSHE,150230,XSHE,鹏华中证酒指数分级-B,2015-05-13,1.212,1.212,1.236,1.095,1.183,-0.029,-0.0239,57764988,69146990.558,-0.139,-0.133142,211128164.0,1.0
178,150241.XSHE,150241,XSHE,富国中证银行指数分级-A,2015-05-13,1.002,0.902,0.902,0.902,0.902,-0.1,-0.0998,797900,719705.8,0.1,0.0998,198035070.0,1.0
179,150242.XSHE,150242,XSHE,富国中证银行指数分级-B,2015-05-13,1.024,1.126,1.126,1.126,1.126,0.102,0.0996,180128,202824.128,-0.126,-0.126,198035071.0,1.0
180,159001.XSHE,159001,XSHE,易方达保证金收益货币ETF-A,2015-05-13,100.007,99.999,100.001,99.999,100.001,-0.006,-0.0001,22555502,2255550721.56,-0.001,-1e-05,11055656.0,1.0
181,159003.XSHE,159003,XSHE,招商保证金快线货币ETF-A,2015-05-13,100.007,100.0,100.001,99.999,100.001,-0.006,-0.0001,7900535,790053446.04,-0.001,-1e-05,12956273.0,1.0
182,159005.XSHE,159005,XSHE,汇添富收益快钱货币ETF-A,2015-05-13,100.003,100.0,100.001,99.999,100.0,-0.003,0.0,18042944,1804294475.59,0.0,0.0,3615028.0,1.0
183,159901.XSHE,159901,XSHE,易方达深证100ETF,2015-05-13,5.41,5.41,5.489,5.355,5.437,0.027,0.005,256885120,1396404805.71,-0.0022,-0.000405,1587367465.0,1.030717
184,159902.XSHE,159902,XSHE,华夏中小企业100ETF,2015-05-13,4.461,4.439,4.569,4.38,4.509,0.048,0.0108,351577613,1581453136.42,0.005,0.001108,322426849.0,1.047947
185,159903.XSHE,159903,XSHE,南方深证成份ETF,2015-05-13,1.584,1.58,1.6,1.568,1.589,0.005,0.0032,38728833,61468258.271,0.002,0.001257,851654507.0,1.0
186,159905.XSHE,159905,XSHE,工银瑞信深证红利ETF,2015-05-13,1.362,1.362,1.367,1.354,1.367,0.005,0.0037,10320400,14045154.2,0.0003,0.000219,378943951.0,1.0
187,159906.XSHE,159906,XSHE,大成深证成长40ETF,2015-05-13,1.318,1.316,1.344,1.3,1.31,-0.008,-0.0061,3138827,4138952.086,0.008,0.00607,397639725.0,1.0
188,159907.XSHE,159907,XSHE,广发国证2000ETF,2015-05-13,1.942,1.94,2.136,1.9,1.99,0.048,0.0247,13155171,25811737.504,-0.0257,-0.013084,166098847.0,1.0
189,159908.XSHE,159908,XSHE,博时深证基本面200ETF,2015-05-13,1.409,1.387,1.405,1.386,1.387,-0.022,-0.0156,1041718,1445553.248,0.0364,0.025573,59729029.0,1.0
190,159909.XSHE,159909,XSHE,招商深证电子信息传媒产业(TMT)50ETF,2015-05-13,7.652,7.65,8.08,7.48,7.825,0.173,0.0226,4732149,37601373.949,0.086,0.010871,19271449.0,1.0
191,159910.XSHE,159910,XSHE,嘉实深证基本面120ETF,2015-05-13,1.545,1.517,1.578,1.517,1.562,0.017,0.011,33020003,51299072.528,0.0029,0.001853,104906143.0,1.0
192,159911.XSHE,159911,XSHE,鹏华深证民营ETF,2015-05-13,6.235,6.253,6.399,6.25,6.312,0.077,0.0124,133589,840513.732,0.0122,0.001929,15772540.0,1.0
193,159912.XSHE,159912,XSHE,汇添富深证300ETF,2015-05-13,1.851,1.848,1.848,1.8,1.807,-0.044,-0.0238,555233,1005928.612,0.0281,0.015313,62348991.0,1.0
194,159913.XSHE,159913,XSHE,交银深证300价值ETF,2015-05-13,1.742,1.787,1.787,1.71,1.711,-0.031,-0.0178,50700,87863.7,0.075,0.041993,27329693.0,1.0
195,159915.XSHE,159915,XSHE,易方达创业板ETF,2015-05-13,3.129,3.05,3.115,2.987,3.036,-0.093,-0.0297,730238627,2236142217.38,0.0262,0.008556,759454936.0,1.0
196,159916.XSHE,159916,XSHE,建信深证基本面60ETF,2015-05-13,2.898,2.831,2.909,2.808,2.847,-0.051,-0.0176,9069,25852.945,0.1116,0.037721,45066039.0,1.0
197,159917.XSHE,159917,XSHE,国泰中小板300成长ETF,2015-05-13,2.044,1.991,2.086,1.991,2.064,0.02,0.0098,624053,1269293.568,-0.012,-0.005848,20132924.0,1.0
198,159918.XSHE,159918,XSHE,嘉实中创400ETF,2015-05-13,3.08,2.905,2.98,2.802,2.937,-0.143,-0.0464,800939,2322992.841,0.0131,0.004441,56561264.0,1.0
199,159919.XSHE,159919,XSHE,嘉实沪深300ETF,2015-05-13,4.912,4.912,4.914,4.862,4.875,-0.037,-0.0075,225328867,1101835354.2,0.0279,0.005691,7865206477.0,0.382228
200,159920.XSHE,159920,XSHE,华夏恒生ETF(QDII),2015-05-13,1.279,1.273,1.276,1.255,1.255,-0.024,-0.0188,56118740,71036432.5,0.0011,0.000876,1513559219.0,1.0
201,159921.XSHE,159921,XSHE,诺安中小板等权重ETF,2015-05-13,2.135,2.07,2.17,2.07,2.112,-0.023,-0.0108,114920,243565.2,0.09,0.040872,3305171.0,1.0
202,159922.XSHE,159922,XSHE,嘉实中证500ETF,2015-05-13,8.608,8.597,8.774,8.508,8.673,0.065,0.0076,5394882,46818211.707,0.0385,0.004419,120581868.0,1.0
203,159923.XSHE,159923,XSHE,大成中证100ETF,2015-05-13,1.715,1.725,1.725,1.688,1.693,-0.022,-0.0128,2726189,4671870.347,0.025,0.014552,57285812.0,1.0
204,159924.XSHE,159924,XSHE,景顺长城沪深300等权重ETF,2015-05-13,1.979,1.968,1.997,1.967,1.978,-0.001,-0.0005,450308,893446.478,0.006,0.003024,102515929.0,1.0
205,159925.XSHE,159925,XSHE,南方沪深300ETF,2015-05-13,1.853,1.85,1.86,1.836,1.837,-0.016,-0.0086,17058570,31417005.996,0.0251,0.013479,1133199451.0,1.0
206,159926.XSHE,159926,XSHE,嘉实中证金边中期国债ETF,2015-05-13,103.7,0.0,0.0,0.0,103.7,0.0,0.0,0,0.0,2.377,0.022408,282698.0,1.0
207,159927.XSHE,159927,XSHE,鹏华沪深300ETF,2015-05-13,4.682,4.69,4.741,4.65,4.681,-0.001,-0.0002,201852,948511.418,0.0721,0.015169,16192168.0,1.0
208,159928.XSHE,159928,XSHE,汇添富中证主要消费ETF,2015-05-13,1.604,1.604,1.656,1.592,1.631,0.027,0.0168,1483166,2415541.115,0.0106,0.006457,1524157260.0,1.0
209,159929.XSHE,159929,XSHE,汇添富中证医药卫生ETF,2015-05-13,1.723,1.719,1.741,1.705,1.733,0.01,0.0058,2679010,4625766.344,0.028,0.0159,101704203.0,1.0
210,159930.XSHE,159930,XSHE,汇添富中证能源ETF,2015-05-13,1.347,1.34,1.34,1.32,1.321,-0.026,-0.0193,853440,1132682.92,0.0086,0.006468,21398150.0,1.0
211,159931.XSHE,159931,XSHE,汇添富中证金融地产ETF,2015-05-13,1.889,1.889,1.902,1.857,1.866,-0.023,-0.0122,3192000,5996334.9,0.0291,0.015355,99328511.0,1.0
212,159932.XSHE,159932,XSHE,大成中证500深市ETF,2015-05-13,2.35,2.29,2.35,2.261,2.305,-0.045,-0.0192,57766,134397.825,0.092,0.038381,2606145.0,1.0
213,159933.XSHE,159933,XSHE,国投瑞银沪深300金融地产ETF,2015-05-13,1.962,1.96,1.968,1.931,1.934,-0.028,-0.0143,685300,1332089.5,0.0279,0.014221,1214878943.0,1.0
214,159934.XSHE,159934,XSHE,易方达黄金ETF,2015-05-13,2.37,2.376,2.377,2.371,2.377,0.007,0.003,851276,2020888.538,0.0089,0.00373,22662646.0,1.0
215,159935.XSHE,159935,XSHE,景顺长城中证500ETF,2015-05-13,2.245,2.227,2.288,2.227,2.27,0.025,0.0111,250200,567301.0,0.0083,0.003643,24572956.0,1.0
216,159936.XSHE,159936,XSHE,广发中证全指可选消费ETF,2015-05-13,2.05,2.077,2.089,1.972,2.043,-0.007,-0.0034,241200,497566.3,0.0511,0.024402,212156094.0,1.0
217,159937.XSHE,159937,XSHE,博时黄金ETF,2015-05-13,2.363,2.37,2.387,2.36,2.368,0.005,0.0021,142340,336784.564,0.0139,0.005836,1321977.0,1.0
218,159938.XSHE,159938,XSHE,广发中证全指医药卫生ETF,2015-05-13,1.613,1.613,1.618,1.552,1.603,-0.01,-0.0062,1821760,2925006.488,0.0082,0.005089,62283618.0,1.0
219,159939.XSHE,159939,XSHE,广发中证全指信息技术ETF,2015-05-13,1.928,1.92,1.92,1.75,1.831,-0.097,-0.0503,10773137,20042500.63,-0.0593,-0.033471,246828053.0,1.0
220,159940.XSHE,159940,XSHE,广发中证全指金融地产ETF,2015-05-13,0.998,0.994,1.004,0.985,0.991,-0.007,-0.007,6906922,6857857.131,0.0149,0.014813,355059983.0,1.0
221,160105.XSHE,160105,XSHE,南方积极配置混合(LOF),2015-05-13,1.746,1.736,1.775,1.736,1.763,0.017,0.0097,288637,508143.991,0.0196,0.010995,25347913.0,3.29327
222,160106.XSHE,160106,XSHE,南方高增长混合(LOF),2015-05-13,2.532,2.533,2.533,2.49,2.52,-0.012,-0.0047,885489,2226305.459,0.0209,0.008225,61544179.0,3.180644
223,160119.XSHE,160119,XSHE,南方中证500指数ETF联接(LOF)-A,2015-05-13,2.018,2.011,2.05,1.991,2.038,0.02,0.0099,1372103,2772219.432,0.0147,0.007161,35536369.0,1.091001
224,160123.XSHE,160123,XSHE,南方中证50债券指数(LOF)-A,2015-05-13,1.149,1.149,1.15,1.141,1.15,0.001,0.0009,7700,8841.9,-0.0031,-0.002703,1872441.0,1.028896
225,160125.XSHE2,160125,XSHE,南方香港优选股票(QDII-LOF),2015-05-13,1.195,1.195,1.208,1.188,1.191,-0.004,-0.0034,39715010,47574170.704,0.0255,0.020962,432800397.0,1.085975
226,160128.XSHE,160128,XSHE,南方金利定开债券-A,2015-05-13,1.042,1.042,1.044,1.041,1.044,0.002,0.0019,314800,328198.9,0.001,0.000957,52156342.0,1.17969
227,160130.XSHE,160130,XSHE,南方永利1年定开债券(LOF)-A,2015-05-13,1.231,1.232,1.235,1.229,1.23,-0.001,-0.0008,207800,255902.2,0.001,0.000812,9686754.0,1.327207
228,160131.XSHE,160131,XSHE,南方聚利1年定开债券(LOF)-A,2015-05-13,1.133,1.133,1.133,1.104,1.129,-0.004,-0.0035,71900,80446.9,-0.101,-0.098249,1680418.0,1.106404
229,160133.XSHE,160133,XSHE,南方天元新产业股票(LOF),2015-05-13,1.982,1.97,2.0,1.97,1.996,0.014,0.0071,2575633,5123963.484,0.011,0.005481,460131646.0,1.0
230,160211.XSHE,160211,XSHE,国泰中小盘成长混合(LOF),2015-05-13,2.359,2.334,2.359,2.288,2.358,-0.001,-0.0004,104025,243126.703,0.026,0.010906,43499024.0,1.0
231,160212.XSHE,160212,XSHE,国泰估值优势混合(LOF)-A,2015-05-13,1.776,1.79,1.807,1.776,1.8,0.024,0.0135,192994,346425.435,0.023,0.012617,14423046.0,1.0
232,160215.XSHE,160215,XSHE,国泰价值经典灵活配置混合(LOF),2015-05-13,1.849,1.849,1.88,1.702,1.758,-0.091,-0.0492,92001,162284.402,0.017,0.009577,5069950.0,1.0
233,160216.XSHE,160216,XSHE,国泰大宗商品配置(QDII-LOF-FOF),2015-05-13,0.69,0.704,0.706,0.698,0.702,0.012,0.0174,24235243,16990292.607,0.012,0.016807,244038487.0,1.0
234,160220.XSHE,160220,XSHE,国泰民益灵活配置混合(LOF)-A,2015-05-13,1.23,1.229,1.23,1.226,1.228,-0.002,-0.0016,58313741,71599349.01,-0.015,-0.012366,3153293508.0,1.0
235,160311.XSHE,160311,XSHE,华夏蓝筹核心混合(LOF)-A,2015-05-13,1.592,1.592,1.592,1.579,1.579,-0.013,-0.0082,2214445,3508103.016,0.012,0.007542,199558489.0,1.385925
236,160314.XSHE,160314,XSHE,华夏行业精选混合(LOF),2015-05-13,1.578,1.578,1.599,1.555,1.596,0.018,0.0114,1937806,3066663.951,0.012,0.007463,146899487.0,1.295858
237,160415.XSHE,160415,XSHE,华安深证300指数(LOF),2015-05-13,1.715,1.705,1.73,1.705,1.718,0.003,0.0018,34304,59217.42,0.034,0.019406,2633793.0,1.0
238,160416.XSHE,160416,XSHE,华安标普全球石油指数(QDII-LOF)-A,2015-05-13,0.945,0.949,0.951,0.947,0.949,0.004,0.0042,7348979,6970446.263,0.007,0.007322,300669296.0,1.03413
239,160505.XSHE,160505,XSHE,博时主题行业混合(LOF),2015-05-13,3.315,3.317,3.32,3.289,3.302,-0.013,-0.0039,2116160,6985289.589,0.031,0.009301,144260227.0,2.951819
240,160512.XSHE,160512,XSHE,博时卓越品牌混合(LOF)-A,2015-05-13,2.103,2.15,2.186,2.128,2.148,0.045,0.0214,199561,428509.988,0.065,0.029372,32699360.0,1.090905
241,160513.XSHE,160513,XSHE,博时稳健回报债券(LOF)-A,2015-05-13,1.333,1.313,1.313,1.313,1.313,-0.02,-0.015,100,131.3,0.007,0.005303,5738093.0,1.057339
242,160515.XSHE,160515,XSHE,博时安丰18个月定开债券(LOF)-A,2015-05-13,1.056,1.058,1.06,1.058,1.06,0.004,0.0038,41600,44052.6,-0.002,-0.00189,5028410.0,1.164294
243,160607.XSHE,160607,XSHE,鹏华价值优势混合(LOF),2015-05-13,1.33,1.328,1.328,1.311,1.322,-0.008,-0.006,1392795,1837451.023,0.015,0.011219,164133689.0,3.52947
244,160610.XSHE,160610,XSHE,鹏华动力增长混合(LOF),2015-05-13,1.916,1.916,1.928,1.832,1.912,-0.004,-0.0021,1876284,3579830.41,0.016,0.008299,61337624.0,1.438636
245,160611.XSHE,160611,XSHE,鹏华优质治理混合(LOF)-A,2015-05-13,1.216,1.217,1.22,1.18,1.215,-0.001,-0.0008,953225,1156676.759,0.016,0.012998,167130240.0,1.099005
246,160613.XSHE,160613,XSHE,鹏华盛世创新混合(LOF)-A,2015-05-13,2.027,2.057,2.067,2.008,2.029,0.002,0.001,51900,106714.2,0.024,0.01169,1538741.0,1.324267
247,160615.XSHE,160615,XSHE,鹏华沪深300ETF联接(LOF)-A,2015-05-13,1.725,1.71,1.724,1.638,1.724,-0.001,-0.0006,161241,269192.229,0.005,0.002892,13124810.0,1.047022
248,160616.XSHE,160616,XSHE,鹏华中证500指数(LOF)-A,2015-05-13,1.73,1.702,1.75,1.702,1.735,0.005,0.0029,164901,285115.345,0.026,0.014764,14177676.0,1.0
249,160617.XSHE,160617,XSHE,鹏华丰润债券(LOF),2015-05-13,1.309,1.223,1.309,1.223,1.29,-0.019,-0.0145,25900,33411.8,-0.003,-0.002331,8908989.0,1.13507
250,160618.XSHE,160618,XSHE,鹏华丰泽债券(LOF),2015-05-13,1.059,1.075,1.092,1.07,1.071,0.012,0.0113,56000,60666.715,0.011,0.010166,121600245.0,1.0
251,160621.XSHE,160621,XSHE,鹏华中小企业纯债债券,2015-05-13,1.18,1.178,1.183,1.178,1.183,0.003,0.0025,1183460,1395078.38,0.041,0.033497,127404514.0,1.079608
252,160706.XSHE,160706,XSHE,嘉实沪深300ETF联接(LOF)-A,2015-05-13,1.262,1.26,1.262,1.246,1.254,-0.008,-0.0063,23056162,28948829.413,0.014,0.011041,1107696034.0,3.503409
253,160716.XSHE,160716,XSHE,嘉实中证锐联基本面50指数(LOF)-A,2015-05-13,1.393,1.393,1.398,1.372,1.377,-0.016,-0.0115,5500251,7635702.292,0.0129,0.009281,96694856.0,1.0
254,160717.XSHE,160717,XSHE,嘉实恒生中国企业指数(QDII-LOF),2015-05-13,0.894,0.893,0.894,0.88,0.883,-0.011,-0.0123,65328211,58164847.016,0.0048,0.005407,931218897.0,1.0
255,160719.XSHE,160719,XSHE,嘉实黄金(QDII-LOF-FOF),2015-05-13,0.624,0.626,0.627,0.624,0.626,0.002,0.0032,58130912,36387337.362,0.016,0.024922,812313590.0,1.0
256,160720.XSHE,160720,XSHE,嘉实中证中期企业债指数(LOF)-A,2015-05-13,1.09,1.149,1.149,1.09,1.091,0.001,0.0009,109075,119273.35,0.0036,0.003289,1457680.0,1.0
257,160805.XSHE,160805,XSHE,长盛同智优势成长混合(LOF),2015-05-13,1.455,1.45,1.45,1.408,1.436,-0.019,-0.0131,954530,1370004.864,0.023,0.015764,69383153.0,1.567879
258,160807.XSHE,160807,XSHE,长盛沪深300指数(LOF),2015-05-13,1.512,1.517,1.549,1.517,1.517,0.005,0.0033,25452,38636.984,0.02,0.013012,3633182.0,1.050201
259,160810.XSHE,160810,XSHE,长盛同丰债券(LOF),2015-05-13,1.107,1.108,1.153,1.108,1.118,0.011,0.0099,18500,20629.5,-0.007,-0.006301,11773307.0,1.0
260,160812.XSHE,160812,XSHE,长盛同益成长回报灵活配置混合(LOF),2015-05-13,1.938,1.914,1.929,1.914,1.925,-0.013,-0.0067,421935,810949.224,0.026,0.013326,195602088.0,1.0
261,160813.XSHE,160813,XSHE,长盛同盛成长优选灵活配置混合(LOF),2015-05-13,1.309,1.309,1.32,1.301,1.318,0.009,0.0069,6012824,7905167.705,0.002,0.001515,467852969.0,1.0
262,160910.XSHE,160910,XSHE,大成创新成长混合(LOF)-A,2015-05-13,1.272,1.272,1.277,1.256,1.274,0.002,0.0016,424316,536627.996,0.026,0.02,66097971.0,1.0
263,160915.XSHE,160915,XSHE,大成景丰债券(LOF),2015-05-13,1.45,1.459,1.489,1.459,1.469,0.019,0.0131,49089,72193.451,0.014,0.00944,52766079.0,1.0
264,160916.XSHE,160916,XSHE,大成优选混合(LOF)-A,2015-05-13,2.584,2.58,2.605,2.56,2.59,0.006,0.0023,5192494,13450676.17,0.023,0.008802,324506912.0,1.0
265,160918.XSHE,160918,XSHE,大成中小盘混合(LOF)-A,2015-05-13,1.847,1.85,1.903,1.817,1.9,0.053,0.0287,3873416,7302910.704,0.012,0.006276,194508758.0,1.0
266,160919.XSHE,160919,XSHE,大成产业升级股票(LOF)-A,2015-05-13,1.716,1.717,1.751,1.702,1.748,0.032,0.0186,6040702,10443890.247,0.023,0.012987,445064012.0,1.00181
267,161005.XSHE,161005,XSHE,富国天惠精选成长混合(LOF)-A,2015-05-13,2.776,2.771,2.778,2.712,2.759,-0.017,-0.0061,850617,2337532.289,0.0458,0.016329,39390915.0,3.705748
268,161010.XSHE,161010,XSHE,富国天丰强化收益债券(LOF),2015-05-13,1.107,1.114,1.114,1.106,1.114,0.007,0.0063,879570,976338.42,0.0,0.0,156072338.0,1.487076
