,secID,ticker,exchangeCD,secShortName,tradeDate,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,CHG,CHGPct,turnoverVol,turnoverValue,discount,discountRatio,circulationShares,accumAdjFactor
24,150039.XSHE,150039,XSHE,中欧鼎利分级债-A,2015-05-13,1.007,1.007,1.011,1.006,1.007,0.0,0.0,96400,97192.0,0.029,0.027992,20237235.0,1.14
25,150040.XSHE,150040,XSHE,中欧鼎利分级债-B,2015-05-13,1.705,1.699,1.722,1.699,1.721,0.016,0.0094,60552,103796.216,-0.052,-0.031156,8673101.0,1.076768
26,150042.XSHE,150042,XSHE,长信利鑫分级债券-B,2015-05-13,1.44,1.424,1.44,1.424,1.44,0.0,0.0,119600,172192.0,0.0701,0.046421,191033159.0,1.0
27,150047.XSHE,150047,XSHE,银华消费主题分级混合-A,2015-05-13,1.05,1.053,1.053,1.045,1.046,-0.004,-0.0038,345200,361604.4,-0.022,-0.021484,9389254.0,1.40838
28,150048.XSHE,150048,XSHE,银华消费主题分级混合-B,2015-05-13,2.4,2.402,2.587,2.4,2.572,0.172,0.0717,6342649,15932413.014,-0.079,-0.031689,37557019.0,1.0
29,150049.XSHE,150049,XSHE,南方新兴消费增长分级股票-收益,2015-05-13,0.913,0.908,0.92,0.907,0.915,0.002,0.0022,783224,714330.871,0.094,0.093162,20630048.0,0.999355
30,150050.XSHE,150050,XSHE,南方新兴消费增长分级股票-进取,2015-05-13,1.868,1.888,1.897,1.8,1.883,0.015,0.008,1787426,3340307.178,-0.062,-0.034047,20630048.0,1.736316
31,150051.XSHE,150051,XSHE,信诚沪深300指数分级-A,2015-05-13,0.845,0.844,0.849,0.841,0.848,0.003,0.0036,9481485,8026755.296,0.156,0.155378,452041994.0,0.796937
32,150052.XSHE,150052,XSHE,信诚沪深300指数分级-B,2015-05-13,1.191,1.188,1.192,1.161,1.175,-0.016,-0.0134,34128974,40279450.928,-0.133,-0.127639,452041995.0,2.31095
33,150053.XSHE,150053,XSHE,泰达宏利500指数分级-稳健,2015-05-13,0.923,0.917,0.926,0.916,0.924,0.001,0.0011,611024,562230.767,0.0818,0.081328,16477000.0,0.889351
34,150054.XSHE,150054,XSHE,泰达宏利500指数分级-进取,2015-05-13,1.28,1.281,1.297,1.255,1.275,-0.005,-0.0039,2430550,3091165.494,-0.0375,-0.030303,24715500.0,2.799798
35,150055.XSHE,150055,XSHE,工银瑞信睿智中证500指数分级-A,2015-05-13,1.215,1.181,1.213,1.181,1.204,-0.011,-0.0091,480228,573443.212,-0.1817,-0.177736,3992762.0,1.166514
36,150056.XSHE,150056,XSHE,工银瑞信睿智中证500指数分级-B,2015-05-13,2.655,2.61,2.681,2.535,2.657,0.002,0.0008,1111323,2931526.523,0.1665,0.058969,5989144.0,1.0
37,150057.XSHE,150057,XSHE,长城久兆中小板300指数分级-久兆稳健,2015-05-13,1.108,1.114,1.145,1.07,1.081,-0.027,-0.0244,368802,408548.334,-0.064,-0.06293,3911057.0,0.976284
38,150058.XSHE,150058,XSHE,长城久兆中小板300指数分级-久兆积极,2015-05-13,2.235,2.348,2.44,2.25,2.44,0.205,0.0917,949253,2216071.509,0.028,0.011345,5866586.0,1.0
39,150059.XSHE,150059,XSHE,银华中证内地资源指数分级-A,2015-05-13,0.992,0.988,0.991,0.972,0.98,-0.012,-0.0121,1276295,1253891.163,0.042,0.041096,85695592.0,0.961788
40,150060.XSHE,150060,XSHE,银华中证内地资源指数分级-B,2015-05-13,1.985,1.968,2.017,1.96,1.989,0.004,0.002,11874912,23540302.793,-0.007,-0.003532,128543389.0,0.254491
41,150064.XSHE,150064,XSHE,长盛同瑞中证200分级-A,2015-05-13,1.135,1.101,1.157,1.101,1.129,-0.006,-0.0053,49284,55446.496,-0.106,-0.103617,2619568.0,1.111502
42,150065.XSHE,150065,XSHE,长盛同瑞中证200分级-B,2015-05-13,2.35,2.35,2.377,2.304,2.357,0.007,0.003,408497,962377.301,0.084,0.034412,3929352.0,1.0
43,150066.XSHE,150066,XSHE,国泰信用互利分级债券-A,2015-05-13,0.895,0.0,0.0,0.0,0.895,0.0,0.0,0,0.0,0.105,0.105,6771159.0,0.878256
44,150067.XSHE,150067,XSHE,国泰信用互利分级债券-B,2015-05-13,1.967,0.0,0.0,0.0,1.967,0.0,0.0,0,0.0,-0.967,-0.967,2901926.0,1.0
45,150073.XSHE,150073,XSHE,诺安中证创业成长指数分级-稳健,2015-05-13,1.12,1.111,1.139,1.071,1.136,0.016,0.0143,886662,987271.22,-0.114,-0.111546,3276952.0,0.991636
46,150075.XSHE,150075,XSHE,诺安中证创业成长指数分级-进取,2015-05-13,2.221,2.222,2.25,2.119,2.205,-0.016,-0.0072,1231172,2716183.674,0.132,0.056483,4915429.0,1.0
47,150076.XSHE,150076,XSHE,浙商沪深300指数分级-稳健,2015-05-13,0.944,0.944,0.945,0.936,0.938,-0.006,-0.0064,316959,297997.842,0.083,0.081293,4867991.0,0.825177
48,150077.XSHE,150077,XSHE,浙商沪深300指数分级-进取,2015-05-13,2.25,2.25,2.25,2.214,2.221,-0.029,-0.0129,344944,772305.38,-0.03,-0.013692,4867992.0,1.0
49,150080.XSHE,150080,XSHE,国联安双佳信用债券(LOF)-B,2015-05-13,1.197,1.198,1.2,1.198,1.2,0.003,0.0025,80101,96112.8,0.014,0.011532,68254026.0,1.0
50,150083.XSHE,150083,XSHE,广发深证100指数分级-A,2015-05-13,1.034,1.034,1.034,1.025,1.034,0.0,0.0,634522,655056.95,-0.0112,-0.01095,14593365.0,0.957498
51,150084.XSHE,150084,XSHE,广发深证100指数分级-B,2015-05-13,1.814,1.796,1.849,1.795,1.836,0.022,0.0121,1380655,2524468.098,0.0438,0.0233,14593366.0,1.0
52,150085.XSHE,150085,XSHE,申万菱信中小板指数分级-A,2015-05-13,1.017,1.007,1.014,0.991,0.996,-0.021,-0.0207,15014429,15038834.963,0.005,0.004995,222921525.0,1.275894
53,150086.XSHE,150086,XSHE,申万菱信中小板指数分级-B,2015-05-13,2.608,2.485,2.804,2.35,2.6,-0.008,-0.0031,68768913,177257599.515,-0.0274,-0.010651,222921525.0,1.0
54,150088.XSHE,150088,XSHE,金鹰中证500指数分级-A,2015-05-13,0.983,0.97,0.97,0.942,0.945,-0.038,-0.0387,3438598,3250893.154,0.055,0.055,13323817.0,0.981173
55,150089.XSHE,150089,XSHE,金鹰中证500指数分级-B,2015-05-13,3.254,3.2,3.25,3.105,3.214,-0.04,-0.0123,2640678,8438723.7,-2.214,-2.214,13323817.0,1.0
56,150090.XSHE,150090,XSHE,万家中证创业成长指数分级-A,2015-05-13,0.98,0.975,0.981,0.971,0.98,0.0,0.0,346900,339682.964,0.0428,0.041846,6354130.0,0.958936
57,150091.XSHE,150091,XSHE,万家中证创业成长指数分级-B,2015-05-13,2.668,2.58,2.649,2.55,2.61,-0.058,-0.0217,1007012,2608082.298,0.0038,0.001454,6354131.0,1.0
58,150092.XSHE,150092,XSHE,诺德深证300指数分级-A,2015-05-13,0.96,0.96,0.96,0.92,0.937,-0.023,-0.024,1183213,1098048.96,0.063,0.063,6968704.0,0.838487
59,150093.XSHE,150093,XSHE,诺德深证300指数分级-B,2015-05-13,3.21,3.15,3.22,3.145,3.19,-0.02,-0.0062,1159738,3693735.602,-2.19,-2.19,6968704.0,1.0
60,150094.XSHE,150094,XSHE,泰信基本面400分级-A,2015-05-13,0.917,0.915,0.923,0.914,0.922,0.005,0.0055,3407261,3127954.882,0.084,0.083499,19010699.0,0.971319
61,150095.XSHE,150095,XSHE,泰信基本面400分级-B,2015-05-13,1.259,1.242,1.279,1.236,1.27,0.011,0.0087,2104916,2655461.182,-0.06,-0.049587,19010699.0,3.248473
62,150096.XSHE,150096,XSHE,招商中证大宗商品股票指数分级-A,2015-05-13,1.027,1.026,1.03,1.022,1.022,-0.005,-0.0049,9053401,9308125.927,0.001,0.000978,642608470.0,1.112663
63,150097.XSHE,150097,XSHE,招商中证大宗商品股票指数分级-B,2015-05-13,1.43,1.425,1.498,1.41,1.482,0.052,0.0364,62175337,90734344.832,0.005,0.003362,642608470.0,1.0
64,150098.XSHE,150098,XSHE,长盛同庆中证800指数(LOF)-A,2015-05-13,1.054,1.055,1.058,1.055,1.058,0.004,0.0038,927638,980562.762,0.006,0.005639,161918536.0,1.16918
65,150099.XSHE,150099,XSHE,长盛同庆中证800指数(LOF)-B,2015-05-13,2.135,2.11,2.135,2.06,2.118,-0.017,-0.008,1400025,2954169.948,0.028,0.013048,242877805.0,1.0
66,150100.XSHE,150100,XSHE,鹏华中证A股资源产业指数分级-A,2015-05-13,0.88,0.881,0.883,0.874,0.876,-0.004,-0.0046,6659837,5849859.368,0.145,0.142018,667644765.0,0.757648
67,150101.XSHE,150101,XSHE,鹏华中证A股资源产业指数分级-B,2015-05-13,2.285,2.271,2.37,2.255,2.307,0.022,0.0096,71510442,164408118.818,-0.13,-0.059715,667644765.0,0.270243
68,150102.XSHE,150102,XSHE,长信利众分级债券-B,2015-05-13,1.199,1.186,1.199,1.186,1.196,-0.003,-0.0025,28300,33742.6,0.0478,0.038431,120400178.0,1.0
69,150104.XSHE,150104,XSHE,华安沪深300指数分级-A,2015-05-13,1.066,1.07,1.124,1.064,1.079,0.013,0.0122,457922,489673.224,-0.056,-0.054741,12337918.0,1.014047
70,150105.XSHE,150105,XSHE,华安沪深300指数分级-B,2015-05-13,2.31,2.31,2.31,2.275,2.288,-0.022,-0.0095,791348,1816302.589,0.093,0.039059,12337918.0,1.0
71,150106.XSHE,150106,XSHE,易方达中小板指数分级-A,2015-05-13,1.078,1.073,1.076,1.051,1.068,-0.01,-0.0093,4020089,4289590.952,-0.0233,-0.022303,24948057.0,1.467064
72,150107.XSHE,150107,XSHE,易方达中小板指数分级-B,2015-05-13,3.218,3.18,3.39,2.897,3.25,0.032,0.0099,8856155,27985044.183,-0.3751,-0.130474,24948058.0,1.0
73,150108.XSHE,150108,XSHE,长盛同辉深证100等权重指数分级-A,2015-05-13,1.072,1.07,1.074,1.053,1.072,0.0,0.0,1786629,1913190.859,-0.025,-0.023878,59170094.0,1.352637
74,150109.XSHE,150109,XSHE,长盛同辉深证100等权重指数分级-B,2015-05-13,2.995,2.99,3.05,2.95,3.041,0.046,0.0154,624546,1888531.443,-0.126,-0.043225,59170095.0,1.0
75,150112.XSHE,150112,XSHE,工银瑞信睿智深证100指数分级-A,2015-05-13,1.037,1.027,1.037,1.027,1.037,0.0,0.0,26550,27457.1,0.0183,0.017341,2073429.0,1.10745
76,150113.XSHE,150113,XSHE,工银瑞信睿智深证100指数分级-B,2015-05-13,2.325,2.336,2.336,2.257,2.308,-0.017,-0.0073,230700,530210.718,0.0115,0.004958,2073430.0,1.0
77,150114.XSHE,150114,XSHE,中海惠裕纯债分级债券-B,2015-05-13,1.145,1.145,1.148,1.145,1.145,0.0,0.0,11477878,13150201.31,0.032,0.027188,130711832.0,1.0
78,150117.XSHE,150117,XSHE,国泰国证房地产行业指数分级-A,2015-05-13,0.978,0.977,0.981,0.975,0.978,0.0,0.0,165086026,161544210.252,0.0256,0.025508,2799405383.0,1.142228
79,150118.XSHE,150118,XSHE,国泰国证房地产行业指数分级-B,2015-05-13,1.012,1.012,1.09,0.996,1.067,0.055,0.0544,528600422,544154430.054,-0.0206,-0.019687,2799405383.0,3.129949
80,150120.XSHE,150120,XSHE,东吴鼎利分级债-B,2015-05-13,1.026,1.026,1.035,1.025,1.032,0.006,0.0059,851000,874219.5,0.047,0.043559,26106311.0,1.0
81,150121.XSHE,150121,XSHE,银河沪深300成长增强指数分级-优先,2015-05-13,1.029,1.029,1.034,1.021,1.034,0.005,0.0049,2090685,2150664.561,-0.011,-0.010753,23406758.0,0.968013
82,150122.XSHE,150122,XSHE,银河沪深300成长增强指数分级-进取,2015-05-13,1.899,1.897,1.919,1.885,1.908,0.009,0.0047,2567300,4888849.3,0.061,0.03098,23406758.0,1.0
83,150123.XSHE,150123,XSHE,建信央视50-A,2015-05-13,1.119,1.109,1.135,1.109,1.123,0.004,0.0036,2077400,2346354.6,-0.0966,-0.094115,183025501.0,1.324719
84,150124.XSHE,150124,XSHE,建信央视50-B,2015-05-13,1.92,1.919,1.95,1.888,1.928,0.008,0.0042,8764787,16815341.875,0.124,0.060429,183025501.0,1.0
85,150128.XSHE,150128,XSHE,工银瑞信增利分级债券-B,2015-05-13,1.165,1.165,1.173,1.158,1.173,0.008,0.0069,384200,448333.1,0.037,0.030579,157279246.0,1.0
86,150129.XSHE,150129,XSHE,鹏华丰利分级债券-B,2015-05-13,1.031,1.04,1.046,1.031,1.038,0.007,0.0068,331459,343480.729,0.029,0.027179,221934147.0,1.0
87,150130.XSHE,150130,XSHE,国泰国证医药卫生行业指数分级-A,2015-05-13,0.997,0.995,0.998,0.991,0.997,0.0,0.0,166475579,165912275.787,0.0082,0.008158,5278261887.0,1.086197
88,150131.XSHE,150131,XSHE,国泰国证医药卫生行业指数分级-B,2015-05-13,1.067,1.067,1.099,1.027,1.072,0.005,0.0047,583728765,626461192.622,0.0076,0.00704,5278261887.0,2.237527
89,150133.XSHE,150133,XSHE,德邦德信中证中高收益企债指数分级-A,2015-05-13,0.954,0.953,0.954,0.952,0.954,0.0,0.0,2509691,2391833.877,0.048,0.047904,86041602.0,1.08
90,150134.XSHE,150134,XSHE,德邦德信中证中高收益企债指数分级-B,2015-05-13,1.12,1.112,1.127,1.112,1.122,0.002,0.0018,806931,901927.734,-0.099,-0.096774,36874973.0,1.144566
91,150135.XSHE,150135,XSHE,国富中证100指数增强分级-A,2015-05-13,0.985,0.979,0.987,0.979,0.982,-0.003,-0.0031,1651600,1627083.6,0.026,0.025794,68929510.0,1.0
92,150136.XSHE,150136,XSHE,国富中证100指数增强分级-B,2015-05-13,1.261,1.26,1.262,1.233,1.24,-0.021,-0.0167,3506723,4386904.88,-0.006,-0.004862,68929511.0,1.0
93,150137.XSHE,150137,XSHE,安信宝利分级债券-B,2015-05-13,1.201,1.198,1.208,1.198,1.208,0.007,0.0058,2444952,2941347.191,0.02,0.016287,605322533.0,1.0
94,150138.XSHE,150138,XSHE,银华中证800等权重指数增强分级-A,2015-05-13,0.959,0.97,0.985,0.97,0.985,0.026,0.0271,1003019,982428.685,0.027,0.02668,20059936.0,1.010025
95,150139.XSHE,150139,XSHE,银华中证800等权重指数增强分级-B,2015-05-13,1.628,1.628,1.648,1.564,1.592,-0.036,-0.0221,1178177,1906768.12,0.034,0.02091,20059936.0,2.262195
96,150140.XSHE,150140,XSHE,国金沪深300指数分级-A,2015-05-13,0.942,0.941,0.944,0.933,0.935,-0.007,-0.0074,715263,673538.887,0.0869,0.085038,45992586.0,0.873096
97,150141.XSHE,150141,XSHE,国金沪深300指数分级-B,2015-05-13,1.629,1.623,1.638,1.606,1.626,-0.003,-0.0018,1876404,3053516.527,-0.0562,-0.035801,45992586.0,2.217217
98,150142.XSHE,150142,XSHE,汇添富互利分级债-B,2015-05-13,1.479,1.467,1.509,1.458,1.508,0.029,0.0196,3978529,5928930.769,-0.206,-0.158218,50237354.0,1.0
99,150143.XSHE,150143,XSHE,银华中证转债指数增强分级-A,2015-05-13,0.906,0.903,0.911,0.903,0.91,0.004,0.0044,45994311,41796339.413,0.109,0.106968,1470795097.0,0.771582
100,150144.XSHE,150144,XSHE,银华中证转债指数增强分级-B,2015-05-13,1.003,1.0,1.0,0.96,0.963,-0.04,-0.0399,69324931,67725351.952,-0.231,-0.315574,630340756.0,3.86234
101,150145.XSHE,150145,XSHE,招商沪深300高贝塔指数分级-A,2015-05-13,1.02,1.02,1.025,0.993,1.025,0.005,0.0049,337000,344555.459,-0.016,-0.015857,41585568.0,0.921584
102,150146.XSHE,150146,XSHE,招商沪深300高贝塔指数分级-B,2015-05-13,1.332,1.299,1.313,1.281,1.295,-0.037,-0.0278,1771942,2294505.511,0.044,0.03286,41585569.0,2.178499
103,150147.XSHE,150147,XSHE,天弘同利分级债-B,2015-05-13,4.919,4.988,4.988,4.75,4.785,-0.134,-0.0272,408800,1965160.7,-3.524,-2.794607,3935084.0,1.0
104,150148.XSHE,150148,XSHE,信诚中证800医药指数分级-A,2015-05-13,0.895,0.894,0.894,0.884,0.894,-0.001,-0.0011,5174485,4604807.807,0.111,0.110448,297242185.0,0.818055
105,150149.XSHE,150149,XSHE,信诚中证800医药指数分级-B,2015-05-13,1.163,1.148,1.189,1.128,1.159,-0.004,-0.0034,30469664,35439695.044,-0.09,-0.084191,297242185.0,2.264516
106,150150.XSHE,150150,XSHE,信诚中证800有色指数分级-A,2015-05-13,0.862,0.862,0.865,0.859,0.865,0.003,0.0035,22386065,19304408.736,0.138,0.137587,772379794.0,0.778231
107,150151.XSHE,150151,XSHE,信诚中证800有色指数分级-B,2015-05-13,1.079,1.07,1.16,1.06,1.129,0.05,0.0463,161155985,179425595.27,-0.18,-0.189673,772379794.0,2.084479
108,150152.XSHE,150152,XSHE,富国创业板指数分级-A,2015-05-13,0.917,0.908,0.917,0.905,0.914,-0.003,-0.0033,316655403,289202967.456,0.094,0.093254,1415284873.0,0.869927
109,150153.XSHE,150153,XSHE,富国创业板指数分级-B,2015-05-13,2.226,2.003,2.218,2.003,2.018,-0.208,-0.0934,602477283,1254053180.89,-0.192,-0.105148,1415284874.0,2.121331
110,150154.XSHE,150154,XSHE,中海惠丰纯债分级债-B,2015-05-13,1.193,1.199,1.199,1.188,1.192,-0.001,-0.0008,24300,28966.9,0.029,0.023751,51645441.0,1.0
111,150156.XSHE,150156,XSHE,中银互利分级债-B,2015-05-13,1.268,1.268,1.276,1.261,1.266,-0.002,-0.0016,261300,331407.9,0.025,0.019365,202590927.0,1.0
112,150157.XSHE,150157,XSHE,信诚中证800金融指数分级-A,2015-05-13,0.902,0.902,0.903,0.895,0.898,-0.004,-0.0044,21694449,19500804.102,0.126,0.123047,5170862140.0,0.771558
113,150158.XSHE,150158,XSHE,信诚中证800金融指数分级-B,2015-05-13,1.628,1.65,1.661,1.586,1.6,-0.028,-0.0172,382589651,620888001.464,-0.116,-0.078167,5170862141.0,2.289401
114,150160.XSHE,150160,XSHE,融通通福分级债券-B,2015-05-13,1.298,1.306,1.306,1.292,1.299,0.001,0.0008,964100,1252236.0,0.055,0.04062,78443838.0,1.0
115,150161.XSHE,150161,XSHE,新华惠鑫分级债-B,2015-05-13,1.482,1.479,1.485,1.479,1.483,0.001,0.0007,2267900,3363617.6,0.07,0.045074,42522859.0,1.0
116,150164.XSHE,150164,XSHE,东吴中证可转债指数分级-优先,2015-05-13,0.908,0.908,0.92,0.908,0.916,0.008,0.0088,1801927,1648059.754,0.105,0.10284,281594670.0,0.786174
117,150165.XSHE,150165,XSHE,东吴中证可转债指数分级-进取,2015-05-13,1.442,1.446,1.446,1.387,1.387,-0.055,-0.0381,9921515,13970589.581,-0.199,-0.167508,120683431.0,2.450319
118,150167.XSHE,150167,XSHE,银华沪深300指数分级-A,2015-05-13,0.972,0.966,0.973,0.966,0.972,0.0,0.0,1012353,983546.347,0.049,0.047992,103289944.0,0.92058
119,150168.XSHE,150168,XSHE,银华沪深300指数分级-B,2015-05-13,1.547,1.52,1.546,1.52,1.53,-0.017,-0.011,5493177,8432178.728,-0.021,-0.013917,103289944.0,2.09
120,150169.XSHE,150169,XSHE,汇添富恒生指数分级(QDII)-A,2015-05-13,0.846,0.847,0.851,0.846,0.85,0.004,0.0047,46004873,39051979.122,0.17,0.166667,2552259246.0,0.874
121,150170.XSHE,150170,XSHE,汇添富恒生指数分级(QDII)-B,2015-05-13,1.354,1.351,1.351,1.326,1.329,-0.025,-0.0185,120829563,161332164.96,-0.155,-0.132027,2552259246.0,1.0
122,150171.XSHE,150171,XSHE,申万菱信中证申万证券行业指数分级-A,2015-05-13,0.841,0.841,0.847,0.84,0.845,0.004,0.0048,227794275,192405805.832,0.1643,0.162786,18604197395.0,0.917
123,150172.XSHE,150172,XSHE,申万菱信中证申万证券行业指数分级-B,2015-05-13,1.577,1.574,1.574,1.51,1.523,-0.054,-0.0342,1711126988,2635920885.22,-0.1509,-0.109977,18604197395.0,4.897784
124,150173.XSHE,150173,XSHE,信诚中证TMT产业主题指数分级-A,2015-05-13,0.867,0.865,0.874,0.848,0.85,-0.017,-0.0196,8798572,7515585.575,0.158,0.156746,359339243.0,0.878
125,150174.XSHE,150174,XSHE,信诚中证TMT产业主题指数分级-B,2015-05-13,1.585,1.55,1.688,1.442,1.6,0.015,0.0095,91854857,145681874.444,-0.142,-0.097394,359339243.0,2.75
126,150175.XSHE,150175,XSHE,银华恒生国企指数分级(QDII)-A,2015-05-13,0.882,0.881,0.881,0.875,0.875,-0.007,-0.0079,79202472,69458459.309,0.1526,0.148501,1486271336.0,0.974
127,150176.XSHE,150176,XSHE,银华恒生国企指数分级(QDII)-B,2015-05-13,1.609,1.608,1.61,1.562,1.565,-0.044,-0.0274,127136598,200932234.74,-0.1701,-0.121944,1486271336.0,1.0
128,150177.XSHE,150177,XSHE,鹏华中证800证券保险指数分级-A,2015-05-13,0.839,0.839,0.845,0.838,0.841,0.002,0.0024,87023253,73210307.349,0.167,0.165675,4583075960.0,0.659188
129,150178.XSHE,150178,XSHE,鹏华中证800证券保险指数分级-B,2015-05-13,1.395,1.391,1.42,1.338,1.353,-0.042,-0.0301,398174090,545975454.691,-0.167,-0.140809,4583075960.0,5.510873
130,150179.XSHE,150179,XSHE,鹏华中证信息技术指数分级-A,2015-05-13,0.855,0.854,0.859,0.849,0.854,-0.001,-0.0012,19018065,16266659.992,0.146,0.146,175412766.0,0.778774
131,150180.XSHE,150180,XSHE,鹏华中证信息技术指数分级-B,2015-05-13,2.28,2.18,2.38,2.08,2.3,0.02,0.0088,79172802,181359543.292,-1.3,-1.3,175412766.0,2.226006
132,150181.XSHE,150181,XSHE,富国中证军工指数分级-A,2015-05-13,0.83,0.831,0.836,0.83,0.835,0.005,0.006,314004350,261390989.087,0.167,0.166667,4998982812.0,0.67308
133,150182.XSHE,150182,XSHE,富国中证军工指数分级-B,2015-05-13,1.377,1.4,1.505,1.32,1.419,0.042,0.0305,1162640291,1679333925.3,-0.285,-0.251323,4998982812.0,5.120942
134,150184.XSHE,150184,XSHE,申万菱信中证环保产业指数分级-A,2015-05-13,0.9,0.9,0.903,0.897,0.901,0.001,0.0011,19093940,17170625.798,0.1564,0.14791,1321793735.0,1.0
135,150185.XSHE,150185,XSHE,申万菱信中证环保产业指数分级-B,2015-05-13,1.841,1.813,1.918,1.75,1.844,0.003,0.0016,150158818,278700812.438,-0.1698,-0.101422,1321793735.0,1.945489
136,150186.XSHE,150186,XSHE,申万菱信中证军工指数分级-A,2015-05-13,0.875,0.875,0.885,0.873,0.88,0.005,0.0057,19650704,17246874.406,0.1683,0.160546,501901500.0,1.0
137,150187.XSHE,150187,XSHE,申万菱信中证军工指数分级-B,2015-05-13,2.017,2.02,2.168,1.928,2.015,-0.002,-0.001,122836829,255759245.715,-0.2411,-0.135915,501901500.0,1.955619
138,150188.XSHE,150188,XSHE,招商可转债分级债券-A,2015-05-13,1.008,1.005,1.018,1.0,1.015,0.007,0.0069,25181676,25496675.108,0.004,0.003925,2110046740.0,0.946585
139,150189.XSHE,150189,XSHE,招商可转债分级债券-B,2015-05-13,1.154,1.15,1.151,1.105,1.114,-0.04,-0.0347,90178549,101287103.122,0.012,0.010657,904305746.0,5.484008
140,150190.XSHE,150190,XSHE,新华中证环保产业指数分级-A,2015-05-13,1.001,1.001,1.005,0.996,1.005,0.004,0.004,26313324,26376958.054,0.001,0.000994,1188818878.0,0.985245
141,150191.XSHE,150191,XSHE,新华中证环保产业指数分级-B,2015-05-13,1.092,1.095,1.118,1.062,1.099,0.007,0.0064,151417213,166353185.926,0.025,0.022242,1188818878.0,2.109053
142,150192.XSHE,150192,XSHE,鹏华中证800地产指数分级-A,2015-05-13,0.857,0.855,0.87,0.855,0.867,0.01,0.0117,49358882,42590404.523,0.142,0.140733,703891591.0,0.829071
143,150193.XSHE,150193,XSHE,鹏华中证800地产指数分级-B,2015-05-13,1.571,1.571,1.663,1.5,1.632,0.061,0.0388,134943227,214328586.231,-0.117,-0.077228,703891591.0,1.957854
144,150194.XSHE,150194,XSHE,富国中证移动互联网指数分级-A,2015-05-13,0.85,0.85,0.853,0.848,0.85,0.0,0.0,17183158,14604014.237,0.158,0.156746,882652609.0,0.763694
145,150195.XSHE,150195,XSHE,富国中证移动互联网指数分级-B,2015-05-13,1.863,1.78,1.975,1.693,1.837,-0.026,-0.014,282955479,528444472.32,-0.179,-0.107961,882652609.0,2.160232
146,150196.XSHE,150196,XSHE,国泰国证有色金属行业指数分级-A,2015-05-13,0.967,0.967,0.97,0.966,0.967,0.0,0.0,263201889,254761258.406,0.041,0.040675,4052367375.0,1.0
147,150197.XSHE,150197,XSHE,国泰国证有色金属行业指数分级-B,2015-05-13,1.052,1.054,1.094,1.045,1.079,0.027,0.0257,622846252,671107731.805,-0.041,-0.039499,4052367375.0,1.0
148,150198.XSHE,150198,XSHE,国泰国证食品饮料行业指数分级-A,2015-05-13,0.999,0.997,1.003,0.996,1.0,0.001,0.001,13790382,13796340.241,0.0237,0.023151,903592501.0,0.972
149,150199.XSHE,150199,XSHE,国泰国证食品饮料行业指数分级-B,2015-05-13,1.88,1.877,1.956,1.847,1.897,0.017,0.009,85172961,162519669.892,-0.0027,-0.001425,903592501.0,1.0
150,150200.XSHE,150200,XSHE,招商中证全指证券公司指数分级-A,2015-05-13,0.887,0.887,0.895,0.883,0.886,-0.001,-0.0011,41859069,37181829.596,0.144,0.139806,4091035824.0,1.0
151,150201.XSHE,150201,XSHE,招商中证全指证券公司指数分级-B,2015-05-13,1.668,1.659,1.66,1.601,1.616,-0.052,-0.0312,329778596,538874014.946,-0.126,-0.084564,4091035825.0,1.0
152,150203.XSHE,150203,XSHE,鹏华中证传媒指数分级-A,2015-05-13,0.845,0.846,0.848,0.842,0.844,-0.001,-0.0012,17056767,14401314.045,0.164,0.162698,536752502.0,0.895
153,150204.XSHE,150204,XSHE,鹏华中证传媒指数分级-B,2015-05-13,1.674,1.599,1.84,1.53,1.759,0.085,0.0508,144756537,250131776.63,-0.271,-0.182124,536752502.0,2.486922
154,150205.XSHE,150205,XSHE,鹏华中证国防指数分级-A,2015-05-13,0.831,0.831,0.835,0.83,0.834,0.003,0.0036,69851829,58100050.628,0.167,0.166833,884478550.0,0.864
155,150206.XSHE,150206,XSHE,鹏华中证国防指数分级-B,2015-05-13,1.29,1.295,1.415,1.294,1.37,0.08,0.062,321409147,441492628.418,-0.287,-0.265005,884478550.0,2.431866
156,150207.XSHE,150207,XSHE,招商沪深300地产等权重指数分级-A,2015-05-13,0.881,0.881,0.933,0.868,0.928,0.047,0.0534,694613,624313.946,0.098,0.095517,35845774.0,1.0
157,150208.XSHE,150208,XSHE,招商沪深300地产等权重指数分级-B,2015-05-13,1.909,1.909,2.09,1.875,2.035,0.126,0.066,7832464,15090160.14,-0.165,-0.088235,35845775.0,1.0
158,150209.XSHE,150209,XSHE,富国中证国有企业改革指数分级-A,2015-05-13,0.858,0.856,0.87,0.854,0.87,0.012,0.014,95373633,82433414.543,0.153,0.14956,3717981275.0,1.0
159,150210.XSHE,150210,XSHE,富国中证国有企业改革指数分级-B,2015-05-13,1.994,1.99,1.99,1.93,1.954,-0.04,-0.0201,280393779,551627298.803,-0.117,-0.063691,3717981275.0,1.0
160,150211.XSHE,150211,XSHE,富国中证新能源汽车指数分级-A,2015-05-13,0.907,0.908,0.913,0.906,0.912,0.005,0.0055,142370437,129410052.583,0.095,0.09434,1646005354.0,1.0
161,150212.XSHE,150212,XSHE,富国中证新能源汽车指数分级-B,2015-05-13,1.239,1.241,1.248,1.201,1.22,-0.019,-0.0153,193450324,237967709.571,-0.055,-0.04721,1646005355.0,1.0
