,state,date,总人口,累积测试人数,每1000人中累积测试人数,总计测试人数增长,累积测试阳性,阳性测试增长,累积测试阴性,累积阳性概率,累积死亡人数,每100000中死亡人数,死亡增长
16802,Virginia,2020/5/18,8517685,232634,27.3118811,8508,31140,752,201494,13.38583354,1014,11.9,5
16803,Virginia,2020/5/19,8517685,238274,27.97403285,5640,32145,1005,206129,13.49077113,1041,12.22,27
16804,Virginia,2020/5/20,8517685,246428,28.93133522,8154,32908,763,213520,13.35400198,1074,12.61,33
16805,Virginia,2020/5/21,8517685,257480,30.22887087,11052,34137,1229,223343,13.25811714,1099,12.9,25
16806,Virginia,2020/5/22,8517685,265667,31.19004753,8187,34950,813,230717,13.15556693,1136,13.34,37
16807,Virginia,2020/5/23,8517685,276297,32.43803921,10630,35749,799,240548,12.93861316,1159,13.61,23
16808,Virginia,2020/5/24,8517685,283616,33.29731024,7319,36244,495,247372,12.77925082,1171,13.75,12
16809,Virginia,2020/5/25,8517685,291201,34.18781042,7585,37727,1483,253474,12.95565606,1208,14.18,37
16810,Virginia,2020/5/26,8517685,296427,34.80135741,5226,39342,1615,257085,13.27207036,1236,14.51,28
16811,Virginia,2020/5/27,8517685,307928,36.15160692,11501,40249,907,267679,13.07091268,1281,15.04,45
16812,Virginia,2020/5/28,8517685,319685,37.53191155,11757,41401,1152,278284,12.95056071,1338,15.71,57
16813,Virginia,2020/5/29,8517685,332047,38.98324486,12362,42533,1132,289514,12.80933121,1358,15.94,20
16814,Virginia,2020/5/30,8517685,344000,40.38656043,11953,43611,1078,300389,12.67761628,1370,16.08,12
16815,Virginia,2020/5/31,8517685,353839,41.5416865,9839,44607,996,309232,12.60658096,1375,16.14,5
16816,Virginia,2020/6/1,8517685,361797,42.47597792,7958,45398,791,316399,12.54792052,1392,16.34,17
16817,Virginia,2020/6/2,8517685,369281,43.35462042,7484,46239,841,323042,12.52135907,1407,16.52,15
16818,Virginia,2020/6/3,8517685,381549,44.79491787,12268,46905,666,334644,12.29330964,1428,16.77,21
16819,Virginia,2020/6/4,8517685,392951,46.1335445,11402,47856,951,345095,12.17861769,1445,16.96,17
16820,Virginia,2020/6/5,8517685,404882,47.53427721,11931,48532,676,356350,11.9867023,1453,17.06,8
16821,Virginia,2020/6/6,8517685,414775,48.69574303,9893,49397,865,365378,11.90934844,1460,17.14,7
16822,Virginia,2020/6/7,8517685,424012,49.78019262,9237,50681,1284,373331,11.95272775,1472,17.28,12
16823,Virginia,2020/6/8,8517685,432667,50.79631379,8655,51251,570,381416,11.84536838,1477,17.34,5
16824,Virginia,2020/6/9,8517685,440721,51.74187587,8054,51738,487,388983,11.73939976,1496,17.56,19
16825,Virginia,2020/6/10,8517685,451588,53.01769201,10867,52177,439,399411,11.5541157,1514,17.77,18
16826,Virginia,2020/6/11,8517685,463688,54.4382658,12100,52647,470,411041,11.35397077,1520,17.85,6
16827,Virginia,2020/6/12,8517685,473654,55.60830202,9966,53211,564,420443,11.23414982,1534,18.01,14
16828,Virginia,2020/6/13,8517685,484215,56.84819291,10561,53869,658,430346,11.12501678,1541,18.09,7
16829,Virginia,2020/6/14,8517685,493715,57.96351943,9500,54506,637,439209,11.03997245,1546,18.15,5
16830,Virginia,2020/6/15,8517685,502392,58.98222346,8677,54886,380,447506,10.92493511,1552,18.22,6
16831,Virginia,2020/6/16,8517685,509881,59.86145297,7489,55331,445,454550,10.85174776,1570,18.43,18
16832,Virginia,2020/6/17,8517685,520100,61.0611921,10219,55775,444,464325,10.72389925,1583,18.58,13
16833,Virginia,2020/6/18,8517685,531435,62.39195274,11335,56238,463,475197,10.58229134,1586,18.62,3
16834,Virginia,2020/6/19,8517685,541308,63.55107051,9873,56793,555,484515,10.49180873,1602,18.81,16
16835,Virginia,2020/6/20,8517685,550142,64.58820677,8834,57443,650,492699,10.44148602,1607,18.87,5
16836,Virginia,2020/6/21,8517685,564397,66.26178357,14255,57994,551,506403,10.27539126,1611,18.91,4
16837,Virginia,2020/6/22,8517685,573171,67.29187567,8774,58465,471,514706,10.20027182,1620,19.02,9
16838,Virginia,2020/6/23,8517685,581308,68.24718219,8137,58994,529,522314,10.14849271,1645,19.31,25
16839,Virginia,2020/6/24,8517685,592071,69.51078844,10763,59514,520,532557,10.051835,1661,19.5,16
16840,Virginia,2020/6/25,8517685,603811,70.88909721,11740,59946,432,543865,9.927941028,1675,19.66,14
16841,Virginia,2020/6/26,8517685,615504,72.26188806,11693,60570,624,554934,9.840715901,1700,19.96,25
16842,Virginia,2020/6/27,8517685,626022,73.49673063,10518,61247,677,564775,9.783521985,1724,20.24,24
16843,Virginia,2020/6/28,8517685,636714,74.75200128,10692,61736,489,574978,9.69603307,1732,20.33,8
16844,Virginia,2020/6/29,8517685,645759,75.81390953,9045,62189,453,583570,9.630372941,1740,20.43,8
16845,Virginia,2020/6/30,8517685,655404,76.94625946,9645,62787,598,592617,9.579892707,1763,20.7,23
16846,Virginia,2020/7/1,8517685,671918,78.88504917,16514,63203,416,608715,9.406356133,1786,20.97,23
16847,Virginia,2020/7/2,8517685,684558,80.36902046,12640,63735,532,620823,9.31038714,1816,21.32,30
16848,Virginia,2020/7/3,8517685,696041,81.71715672,11483,64393,658,631648,9.251322839,1845,21.66,29
16849,Virginia,2020/7/4,8517685,707750,83.09182601,11709,65109,716,642641,9.199434829,1849,21.71,4
16850,Virginia,2020/7/5,8517685,718139,84.31152361,10389,65748,639,652391,9.155330653,1853,21.75,4
16851,Virginia,2020/7/6,8517685,727501,85.41064855,9362,66102,354,661399,9.086173077,1853,21.75,0
16852,Virginia,2020/7/7,8517685,738299,86.6783639,10798,66740,638,671559,9.039698009,1881,22.08,28
16853,Virginia,2020/7/8,8517685,751199,88.19285991,12900,67375,635,683824,8.9689949,1905,22.37,24
16854,Virginia,2020/7/9,8517685,767920,90.155952,16721,67988,613,699932,8.853526409,1937,22.74,32
16855,Virginia,2020/7/10,8517685,781377,91.73584137,13457,68931,943,712446,8.821733939,1958,22.99,21
16856,Virginia,2020/7/11,8517685,797916,93.67756615,16539,69782,851,728134,8.745532111,1962,23.03,4
16857,Virginia,2020/7/12,8517685,813923,95.55683264,16007,70670,888,743253,8.682639513,1966,23.08,4
16858,Virginia,2020/7/13,8517685,826461,97.02882884,12538,71642,972,754819,8.668527614,1968,23.1,2
16859,Virginia,2020/7/14,8517685,840502,98.67728144,14041,72443,801,768059,8.619015779,1977,23.21,9
16860,Virginia,2020/7/15,8517685,854366,100.3049538,13864,73527,1084,780839,8.606030671,1992,23.39,15
16861,Virginia,2020/7/16,8517685,867931,101.8975226,13565,74431,904,793500,8.575681707,2007,23.56,15
16862,Virginia,2020/7/17,8517685,880326,103.3527302,12395,75433,1002,804893,8.568757483,2013,23.63,6
16863,Virginia,2020/7/18,8517685,897264,105.3412987,16938,76373,940,820891,8.511764653,2025,23.77,12
16864,Virginia,2020/7/19,8517685,910003,106.8368929,12739,77430,1057,832573,8.508763158,2027,23.8,2
16865,Virginia,2020/7/20,8517685,917501,107.717179,7498,78375,945,839126,8.542225022,2031,23.84,4
16866,Virginia,2020/7/21,8517685,937148,110.0237917,19647,79371,996,857777,8.469419985,2048,24.04,17
16867,Virginia,2020/7/22,8517685,951174,111.6704832,14026,80393,1022,870781,8.451976189,2051,24.08,3
16868,Virginia,2020/7/23,8517685,969145,113.7803288,17971,81237,844,887908,8.382337008,2054,24.11,3
16869,Virginia,2020/7/24,8517685,987188,115.8986274,18043,82364,1127,904824,8.343294286,2067,24.27,13
16870,Virginia,2020/7/25,8517685,1007314,118.261476,20126,83609,1245,923705,8.300192393,2075,24.36,8
16871,Virginia,2020/7/26,8517685,1025066,120.3456103,17752,84567,958,940499,8.249907811,2078,24.4,3
16872,Virginia,2020/7/27,8517685,1036010,121.6304665,10944,86072,1505,949938,8.308027915,2082,24.44,4
16873,Virginia,2020/7/28,8517685,1056148,123.9947239,20138,86994,922,969154,8.236913766,2095,24.6,13
16874,Virginia,2020/7/29,8517685,1073463,126.0275533,17315,87993,999,985470,8.197115317,2125,24.95,30
16875,Virginia,2020/7/30,8517685,1091615,128.1586487,18152,88904,911,1002711,8.144263316,2141,25.14,16
16876,Virginia,2020/7/31,8517685,1107360,130.0071557,15745,89888,984,1017472,8.117324086,2174,25.52,33
16877,Virginia,2020/8/1,8517685,1123927,131.9521678,16567,90801,913,1033126,8.078905481,2215,26,41
16878,Virginia,2020/8/2,8517685,1136568,133.4362564,12641,91782,981,1044786,8.075363727,2218,26.04,3
16879,Virginia,2020/8/3,8517685,1151604,135.2015248,15036,93106,1324,1058498,8.084897239,2218,26.04,0
16880,Virginia,2020/8/4,8517685,1164515,136.7173123,12911,94251,1145,1070264,8.093584024,2244,26.35,26
16881,Virginia,2020/8/5,8517685,1176180,138.0868158,11665,95049,798,1081131,8.081161047,2274,26.7,30
16882,Virginia,2020/8/6,8517685,1191304,139.8624157,15124,95867,818,1095437,8.047232277,2299,26.99,25
16883,Virginia,2020/8/7,8517685,1205004,141.4708339,13700,97882,2015,1107122,8.122960588,2317,27.2,18
16884,Virginia,2020/8/8,8517685,1219165,143.1333749,14161,99189,1307,1119976,8.135814266,2322,27.26,5
16885,Virginia,2020/8/9,8517685,1240339,145.6192616,21174,100086,897,1140253,8.069245585,2326,27.31,4
16886,Virginia,2020/8/10,8517685,1257605,147.6463382,17266,100749,663,1156856,8.011179981,2327,27.32,1
16887,Virginia,2020/8/11,8517685,1267512,148.8094476,9907,101745,996,1165767,8.027142938,2344,27.52,17
16888,Virginia,2020/8/12,8517685,1283409,150.6757998,15897,102521,776,1180888,7.988178359,2352,27.61,8
16889,Virginia,2020/8/13,8517685,1301909,152.8477515,18500,103622,1101,1198287,7.959235246,2363,27.74,11
16890,Virginia,2020/8/14,8517685,1316037,154.5064181,14128,104838,1216,1211199,7.9661894,2370,27.82,7
16891,Virginia,2020/8/15,8517685,1332938,156.4906427,16901,105750,912,1227188,7.933602313,2381,27.95,11
16892,Virginia,2020/8/16,8517685,1349460,158.4303716,16522,106687,937,1242773,7.905903102,2381,27.95,0
16893,Virginia,2020/8/17,8517685,1369037,160.7287661,19577,107421,734,1261616,7.84646434,2385,28,4
16894,Virginia,2020/8/18,8517685,1385832,162.700546,16795,108282,861,1277550,7.813501204,2396,28.13,11
16895,Virginia,2020/8/19,8517685,1402471,164.654011,16639,109019,737,1293452,7.773351463,2410,28.29,14
16896,Virginia,2020/8/20,8517685,1418335,166.5164889,15864,109882,863,1308453,7.747252941,2427,28.49,17
16897,Virginia,2020/8/21,8517685,1437278,168.74045,18943,110860,978,1326418,7.713191185,2436,28.6,9
16898,Virginia,2020/8/22,8517685,1453671,170.665034,16393,112072,1212,1341599,7.709584906,2443,28.68,7
16899,Virginia,2020/8/23,8517685,1466033,172.1163673,12362,112966,894,1353067,7.705556423,2467,28.96,24
16900,Virginia,2020/8/24,8517685,1479117,173.6524654,13084,113630,664,1365487,7.682286121,2471,29.01,4
16901,Virginia,2020/8/25,8517685,1495014,175.5188176,15897,114635,1005,1380379,7.667821171,2494,29.28,23
16902,Virginia,2020/8/26,8517685,1502521,176.4001604,7507,115458,823,1387063,7.684285278,2515,29.53,21
16903,Virginia,2020/8/27,8517685,1502521,176.4001604,0,115458,0,1387063,7.684285278,2515,29.53,0
16904,Virginia,2020/8/28,8517685,1539290,180.7169436,36769,117592,2134,1421698,7.639366201,2550,29.94,35
16905,Virginia,2020/8/29,8517685,1555487,182.6185167,16197,118809,1217,1436678,7.638058049,2568,30.15,18
16906,Virginia,2020/8/30,8517685,1568194,184.1103539,12707,119747,938,1448447,7.635981263,2569,30.16,1
16907,Virginia,2020/8/31,8517685,1581291,185.6479783,13097,120594,847,1460697,7.626300282,2580,30.29,11
16908,Virginia,2020/9/1,8517685,1593368,187.0658518,12077,121615,1021,1471753,7.632574521,2612,30.67,32
16909,Virginia,2020/9/2,8517685,1605290,188.4655279,11922,122542,927,1482748,7.63363629,2641,31.01,29
16910,Virginia,2020/9/3,8517685,1619053,190.0813425,13763,123668,1126,1495385,7.638292261,2652,31.14,11
16911,Virginia,2020/9/4,8517685,1634308,191.8723221,15255,124779,1111,1509529,7.634974558,2662,31.25,10
16912,Virginia,2020/9/5,8517685,1652020,193.9517604,17712,125727,948,1526293,7.610501084,2677,31.43,15
16913,Virginia,2020/9/6,8517685,1664475,195.4140121,12455,126926,1199,1537549,7.625587648,2678,31.44,1
16914,Virginia,2020/9/7,8517685,1676446,196.819441,11971,127571,645,1548875,7.609609853,2684,31.51,6
16915,Virginia,2020/9/8,8517685,1684048,197.711937,7602,128407,836,1555641,7.624901428,2686,31.53,2
16916,Virginia,2020/9/9,8517685,1694203,198.9041623,10155,129289,882,1564914,7.631257884,2697,31.66,11
16917,Virginia,2020/9/10,8517685,1710556,200.8240502,16353,130525,1236,1580031,7.630559888,2708,31.79,11
16918,Virginia,2020/9/11,8517685,1728110,202.8849388,17554,131640,1115,1596470,7.617570641,2711,31.83,3
16919,Virginia,2020/9/12,8517685,1744020,204.7528172,15910,132940,1300,1611080,7.622619007,2722,31.96,11
16920,Virginia,2020/9/13,8517685,1760096,206.6401845,16076,133814,874,1626282,7.602653492,2724,31.98,2
16921,Virginia,2020/9/14,8517685,1773158,208.1736998,13062,134571,757,1638587,7.5893406,2743,32.2,19
16922,Virginia,2020/9/15,8517685,1785553,209.6289074,12395,135514,943,1650039,7.589469481,2839,33.33,96
16923,Virginia,2020/9/16,8517685,1799851,211.3075325,14298,136359,845,1663492,7.576127135,2884,33.86,45
16924,Virginia,2020/9/17,8517685,1822012,213.9092958,22161,137460,1101,1684552,7.544406952,2920,34.28,36
16925,Virginia,2020/9/18,8517685,1831623,215.037654,9611,138702,1242,1692921,7.57262821,2949,34.62,29
16926,Virginia,2020/9/19,8517685,1866666,219.1518,35043,139655,953,1727011,7.481520529,2990,35.1,41
16927,Virginia,2020/9/20,8517685,1882028,220.9553417,15362,140511,856,1741517,7.465935682,3015,35.4,25
16928,Virginia,2020/9/21,8517685,1898637,222.9052847,16609,141138,627,1757499,7.433648454,3021,35.47,6
16929,Virginia,2020/9/22,8517685,1911580,224.424829,12943,142010,872,1769570,7.428933134,3060,35.93,39
16930,Virginia,2020/9/23,8517685,1922606,225.7193122,11026,142590,580,1780016,7.416496152,3089,36.27,29
16931,Virginia,2020/9/24,8517685,1952965,229.2835436,30359,143492,902,1809473,7.347392298,3113,36.55,24
16932,Virginia,2020/9/25,8517685,1973499,231.6942925,20534,144433,941,1829066,7.318625446,3136,36.82,23
16933,Virginia,2020/9/26,8517685,1993344,234.0241509,19845,145408,975,1847936,7.294676684,3144,36.91,8
16934,Virginia,2020/9/27,8517685,2003129,235.1729372,9785,146144,736,1856985,7.295785743,3159,37.09,15
16935,Virginia,2020/9/28,8517685,2027168,237.995183,24039,146593,449,1880575,7.231418412,3172,37.24,13
16936,Virginia,2020/9/29,8517685,2039510,239.4441682,12342,147516,923,1891994,7.232913788,3187,37.42,15
16937,Virginia,2020/9/30,8517685,2049988,240.6743147,10478,148271,755,1901717,7.232774046,3208,37.66,21
16938,Virginia,2020/10/1,8517685,2074236,243.5210976,24248,148721,450,1925515,7.16991702,3228,37.9,20
16939,Virginia,2020/10/2,8517685,2094361,245.8838288,20125,149687,966,1944674,7.147144165,3250,38.16,22
16940,Virginia,2020/10/3,8517685,2113878,248.1751791,19517,150803,1116,1963075,7.13395002,3270,38.39,20
16941,Virginia,2020/10/4,8517685,2113878,248.1751791,0,151870,1067,1962008,7.18442597,3273,38.43,3
16942,Virginia,2020/10/5,8517685,2139991,251.2409182,26113,152557,687,1987434,7.128861757,3276,38.46,3
16943,Virginia,2020/10/6,8517685,2154168,252.9053375,14177,153182,625,2000986,7.110958848,3291,38.64,15
16944,Virginia,2020/10/7,8517685,2170313,254.8008056,16145,153691,509,2016622,7.081513127,3303,38.78,12
16945,Virginia,2020/10/8,8517685,2189792,257.0876946,19479,155535,1844,2034257,7.102729392,3328,39.07,25
16946,Virginia,2020/10/9,8517685,2219510,260.5766708,29718,156649,1114,2062861,7.057819068,3344,39.26,16
16947,Virginia,2020/10/10,8517685,2238204,262.7713986,18694,157905,1256,2080299,7.054986945,3354,39.38,10
16948,Virginia,2020/10/11,8517685,2256820,264.9569689,18616,158716,811,2098104,7.032727466,3358,39.42,4
16949,Virginia,2020/10/12,8517685,2271842,266.7205937,15022,159570,854,2112272,7.023815917,3361,39.46,3
16950,Virginia,2020/10/13,8517685,2292562,269.1531795,20720,160805,1235,2131757,7.014205068,3372,39.59,11
16951,Virginia,2020/10/14,8517685,2304369,270.5393543,11807,161610,805,2142759,7.013199709,3381,39.69,9
16952,Virginia,2020/10/15,8517685,2326802,273.1730511,22433,162941,1331,2163861,7.002787517,3388,39.78,7
16953,Virginia,2020/10/16,8517685,2346899,275.532495,20097,164124,1183,2182775,6.993228085,3408,40.01,20
16954,Virginia,2020/10/17,8517685,2366380,277.8196188,19481,165238,1114,2201142,6.98273312,3422,40.18,14
16955,Virginia,2020/10/18,8517685,2386778,280.214401,20398,166138,900,2220640,6.960764679,3433,40.3,11
16956,Virginia,2020/10/19,8517685,2398111,281.5449268,11333,166828,690,2231283,6.956642124,3457,40.59,24
16957,Virginia,2020/10/20,8517685,2411940,283.16849,13829,167754,926,2244186,6.955148138,3485,40.91,28
16958,Virginia,2020/10/21,8517685,2431736,285.4925957,19796,168772,1018,2262964,6.940391556,3515,41.27,30
16959,Virginia,2020/10/22,8517685,2451698,287.8361902,19962,170104,1332,2281594,6.938211803,3524,41.37,9
16960,Virginia,2020/10/23,8517685,2472061,290.2268633,20363,171284,1180,2300777,6.928793424,3539,41.55,15
16961,Virginia,2020/10/24,8517685,2489017,292.217545,16956,172372,1088,2316645,6.925304247,3578,42.01,39
16962,Virginia,2020/10/25,8517685,2510113,294.6942743,21096,173371,999,2336742,6.906900207,3579,42.02,1
16963,Virginia,2020/10/26,8517685,2525421,296.4914763,15308,174275,904,2351146,6.900829604,3581,42.04,2
16964,Virginia,2020/10/27,8517685,2543515,298.6157624,18094,175409,1134,2368106,6.896322609,3600,42.27,19
16965,Virginia,2020/10/28,8517685,2563313,300.9401029,19798,176754,1345,2386559,6.89552934,3616,42.45,16
16966,Virginia,2020/10/29,8517685,2583805,303.3459209,20492,178183,1429,2405622,6.896147349,3636,42.69,20
16967,Virginia,2020/10/30,8517685,2606664,306.0296313,22859,179639,1456,2427025,6.891528789,3643,42.77,7
16968,Virginia,2020/10/31,8517685,2626052,308.3058366,19388,181190,1551,2444862,6.899711049,3654,42.9,11
16969,Virginia,2020/11/1,8517685,2647659,310.8425587,21607,182392,1202,2465267,6.888802523,3655,42.91,1
16970,Virginia,2020/11/2,8517685,2663155,312.6618324,15496,183418,1026,2479737,6.88724464,3658,42.95,3
16971,Virginia,2020/11/3,8517685,2685669,315.3050389,22514,184679,1261,2500990,6.876461694,3666,43.04,8
16972,Virginia,2020/11/4,8517685,2700765,317.0773514,15096,185836,1157,2514929,6.880865236,3677,43.17,11
16973,Virginia,2020/11/5,8517685,2719206,319.2423763,18441,187202,1366,2532004,6.884436118,3688,43.3,11
16974,Virginia,2020/11/6,8517685,2743229,322.0627436,24023,188770,1568,2554459,6.881306665,3682,43.23,-6
16975,Virginia,2020/11/7,8517685,2766353,324.7775657,23124,190873,2103,2575480,6.899806352,3704,43.49,22
16976,Virginia,2020/11/8,8517685,2787106,327.2140259,20753,192175,1302,2594931,6.895145,3707,43.52,3
16977,Virginia,2020/11/9,8517685,2802850,329.0624154,15744,193477,1302,2609373,6.902866725,3713,43.59,6
16978,Virginia,2020/11/10,8517685,2820659,331.1532418,17809,194912,1435,2625747,6.910158229,3726,43.74,13
16979,Virginia,2020/11/11,8517685,2841807,333.636076,21148,196506,1594,2645301,6.914825673,3741,43.92,15
16980,Virginia,2020/11/12,8517685,2853797,335.0437355,11990,198027,1521,2655770,6.939070999,3758,44.12,17
16981,Virginia,2020/11/13,8517685,2864009,336.2426528,10212,199262,1235,2664747,6.957450204,3785,44.44,27
16982,Virginia,2020/11/14,8517685,2887002,338.9420952,22993,200799,1537,2686203,6.955277482,3799,44.6,14
16983,Virginia,2020/11/15,8517685,2920737,342.9026784,33735,201960,1161,2718777,6.914693107,3800,44.61,1
16984,Virginia,2020/11/16,8517685,2938133,344.9450173,17396,204637,2677,2733496,6.964865103,3806,44.68,6
16985,Virginia,2020/11/17,8517685,2963157,347.8829048,25024,206762,2125,2756395,6.977760544,3835,45.02,29
16986,Virginia,2020/11/18,8517685,2983430,350.2630116,20273,208833,2071,2774597,6.999762019,3860,45.32,25
16987,Virginia,2020/11/19,8517685,3007461,353.0843181,24031,210787,1954,2796674,7.008802442,3896,45.74,36
16988,Virginia,2020/11/20,8517685,3035632,356.3916722,28171,213331,2544,2822301,7.027564606,3912,45.93,16
16989,Virginia,2020/11/21,8517685,3071135,360.5598235,35503,215679,2348,2855456,7.022778224,3938,46.23,26
16990,Virginia,2020/11/22,8517685,3118894,366.1668634,47759,217796,2117,2901098,6.983116451,3938,46.23,0
16991,Virginia,2020/11/23,8517685,3161059,371.1171521,42165,221038,3242,2940021,6.992530035,3942,46.28,4
16992,Virginia,2020/11/24,8517685,3187267,374.1940445,26208,223582,2544,2963685,7.014850027,3979,46.71,37
16993,Virginia,2020/11/25,8517685,3213866,377.3168414,26599,226300,2718,2987566,7.04136389,4008,47.06,29
16994,Virginia,2020/11/26,8517685,3236893,380.0202755,23027,228900,2600,3007993,7.071596126,4029,47.3,21
16995,Virginia,2020/11/27,8517685,3269710,383.8730829,32817,230444,1544,3039266,7.047842163,4044,47.48,15
16996,Virginia,2020/11/28,8517685,3295208,386.8666193,25498,233617,3173,3061591,7.089597986,4054,47.6,10
16997,Virginia,2020/11/29,8517685,3309343,388.5261077,14135,235942,2325,3073401,7.129572244,4058,47.64,4
16998,Virginia,2020/11/30,8517685,3326327,390.5200768,16984,237835,1893,3088492,7.150078751,4062,47.69,4
16999,Virginia,2020/12/1,8517685,3341426,392.2927415,15099,240063,2228,3101363,7.184447598,4093,48.05,31
17000,Virginia,2020/12/2,8517685,3350896,393.404546,9470,242480,2417,3108416,7.236273522,4113,48.29,20
17001,Virginia,2020/12/3,8517685,3361001,394.5909012,10105,244503,2023,3116498,7.274707743,4147,48.69,34
17002,Virginia,2020/12/4,8517685,3386624,397.5991129,25623,247380,2877,3139244,7.304619586,4160,48.84,13
17003,Virginia,2020/12/5,8517685,3436348,403.4368493,49724,251173,3793,3185175,7.309300455,4197,49.27,37
17004,Virginia,2020/12/6,8517685,3492201,409.9941475,55853,255053,3880,3237148,7.303502863,4200,49.31,3
17005,Virginia,2020/12/7,8517685,3522052,413.4987382,29851,258870,3817,3263182,7.349976661,4208,49.4,8
17006,Virginia,2020/12/8,8517685,3545869,416.2949205,23817,262730,3860,3283139,7.409467186,4260,50.01,52
17007,Virginia,2020/12/9,8517685,3573299,419.5152791,27430,267128,4398,3306171,7.475668843,4281,50.26,21
17008,Virginia,2020/12/10,8517685,3600741,422.7370465,27442,271043,3915,3329698,7.527422828,4335,50.89,54
17009,Virginia,2020/12/11,8517685,3634492,426.6995081,33751,274438,3395,3360054,7.550931464,4370,51.31,35
17010,Virginia,2020/12/12,8517685,3670781,430.9599381,36289,278615,4177,3392166,7.590074156,4409,51.76,39
17011,Virginia,2020/12/13,8517685,3702747,434.7128357,31966,281909,3294,3420838,7.613509646,4411,51.79,2
17012,Virginia,2020/12/14,8517685,3729013,437.7965374,26266,285149,3240,3443864,7.646768729,4414,51.82,3
17013,Virginia,2020/12/15,8517685,3754756,440.8188375,25743,288309,3160,3466447,7.678501612,4470,52.48,56
17014,Virginia,2020/12/16,8517685,3780026,443.7856061,25270,292240,3931,3487786,7.731163754,4508,52.93,38
17015,Virginia,2020/12/17,8517685,3810790,447.3973856,30764,296093,3853,3514697,7.769858743,4553,53.45,45
17016,Virginia,2020/12/18,8517685,3831683,449.8502821,20893,299388,3295,3532295,7.813485615,4598,53.98,45
17017,Virginia,2020/12/19,8517685,3888669,456.5405976,56986,302972,3584,3585697,7.791149105,4643,54.51,45
17018,Virginia,2020/12/20,8517685,3937968,462.3284378,49299,306848,3876,3631120,7.79203894,4650,54.59,7
17019,Virginia,2020/12/21,8517685,3975016,466.6779765,37048,310890,4042,3664126,7.821100594,4654,54.64,4
17020,Virginia,2020/12/22,8517685,3993232,468.8165857,18216,314481,3591,3678751,7.875350092,4705,55.24,51
17021,Virginia,2020/12/23,8517685,4029903,473.1218635,36671,319133,4652,3710770,7.919123612,4760,55.88,55
17022,Virginia,2020/12/24,8517685,4070000,477.8293633,40097,323915,4782,3746085,7.958599509,4791,56.25,31
17023,Virginia,2020/12/25,8517685,4070000,477.8293633,0,327993,4078,3742007,8.058796069,4820,56.59,29
17024,Virginia,2020/12/26,8517685,4128799,484.73253,58799,329577,1584,3799222,7.982393912,4840,56.82,20
17025,Virginia,2020/12/27,8517685,4149987,487.2200604,21188,333576,3999,3816411,8.038001083,4854,56.99,14
17026,Virginia,2020/12/28,8517685,4168673,489.413849,18686,336175,2599,3832498,8.06431687,4861,57.07,7
17027,Virginia,2020/12/29,8517685,4191183,492.0565858,22510,340297,4122,3850886,8.119354368,4920,57.76,59
17028,Virginia,2020/12/30,8517685,4220943,495.5504929,29760,344345,4048,3876598,8.158011136,4984,58.51,64
17029,Virginia,2020/12/31,8517685,4255991,499.6652259,35048,349584,5239,3906407,8.213927144,5032,59.08,48
17030,Virginia,2021/1/1,8517685,4291320,503.8129492,35329,354766,5182,3936554,8.267060019,5081,59.65,49
17031,Virginia,2021/1/2,8517685,4337939,509.2861499,46619,358755,3989,3979184,8.270171618,5117,60.08,36
17032,Virginia,2021/1/3,8517685,4365480,512.5195402,27541,363765,5010,4001715,8.332760659,5124,60.16,7
17033,Virginia,2021/1/4,8517685,4383477,514.6324383,17997,367536,3771,4015941,8.384576901,5132,60.25,8
17034,Virginia,2021/1/5,8517685,4404641,517.117151,21164,371913,4377,4032728,8.443662037,5191,60.94,59
17035,Virginia,2021/1/6,8517685,4428211,519.8843348,23570,377300,5387,4050911,8.520370868,5226,61.35,35
17036,Virginia,2021/1/7,8517685,4463768,524.0588258,35557,382679,5379,4081089,8.573003794,5275,61.93,49
17037,Virginia,2021/1/8,8517685,4500002,528.3127986,36234,387917,5238,4112085,8.620373947,5312,62.36,37
17038,Virginia,2021/1/9,8517685,4537960,532.7691738,37958,393715,5798,4144245,8.676035047,5381,63.17,69
17039,Virginia,2021/1/10,8517685,4588152,538.6618547,50192,398856,5141,4189296,8.693173199,5383,63.2,2
17040,Virginia,2021/1/11,8517685,4621140,542.534738,32988,403386,4530,4217754,8.729144756,5393,63.32,10
17041,Virginia,2021/1/12,8517685,4640967,544.8624832,19827,407947,4561,4233020,8.790129298,5477,64.3,84
17042,Virginia,2021/1/13,8517685,4674630,548.8146134,33663,412545,4598,4262085,8.825190443,5552,65.18,75
17043,Virginia,2021/1/14,8517685,4706714,552.5813645,32084,417839,5294,4288875,8.877509872,5626,66.05,74
17044,Virginia,2021/1/15,8517685,4730680,555.3950398,23966,422634,4795,4308046,8.933895339,5656,66.4,30
17045,Virginia,2021/1/16,8517685,4764813,559.4023493,34133,429391,6757,4335422,9.01170728,5706,66.99,50
17046,Virginia,2021/1/17,8517685,4807396,564.4017124,42583,439305,9914,4368091,9.1381072,5729,67.26,23
17047,Virginia,2021/1/18,8517685,4852729,569.7239332,45333,446550,7245,4406179,9.202038688,5739,67.38,10
17048,Virginia,2021/1/19,8517685,4878157,572.7092514,25428,451076,4526,4427081,9.246852859,5798,68.07,59
17049,Virginia,2021/1/20,8517685,4899081,575.1657874,20924,455591,4515,4443490,9.299519645,5861,68.81,63
17050,Virginia,2021/1/21,8517685,4923610,578.0455605,24529,459604,4013,4464006,9.334695478,5940,69.74,79
